iteration,method,composition,particle_size_nm,metal_loading_wt_pct,facet,calcination_temp_C,defect_density,activity,best_so_far
343,grid_search,Cu2O,90.0,2.5500000000000003,110,600.0,low,6.55,14.21
344,grid_search,Cu2O,90.0,2.5500000000000003,110,600.0,medium,8.47,14.21
345,grid_search,Cu2O,90.0,2.5500000000000003,110,600.0,high,5.27,14.21
346,grid_search,Cu2O,90.0,2.5500000000000003,100,200.0,low,1.86,14.21
347,grid_search,Cu2O,90.0,2.5500000000000003,100,200.0,medium,1.39,14.21
348,grid_search,Cu2O,90.0,2.5500000000000003,100,200.0,high,7.96,14.21
349,grid_search,Cu2O,90.0,2.5500000000000003,100,300.0,low,4.03,14.21
350,grid_search,Cu2O,90.0,2.5500000000000003,100,300.0,medium,4.85,14.21
351,grid_search,Cu2O,90.0,2.5500000000000003,100,300.0,high,8.51,14.21
352,grid_search,Cu2O,90.0,2.5500000000000003,100,400.0,low,1.0,14.21
353,grid_search,Cu2O,90.0,2.5500000000000003,100,400.0,medium,5.79,14.21
354,grid_search,Cu2O,90.0,2.5500000000000003,100,400.0,high,5.17,14.21
355,grid_search,Cu2O,90.0,2.5500000000000003,100,500.0,low,3.9,14.21
356,grid_search,Cu2O,90.0,2.5500000000000003,100,500.0,medium,3.81,14.21
357,grid_search,Cu2O,90.0,2.5500000000000003,100,500.0,high,7.82,14.21
358,grid_search,Cu2O,90.0,2.5500000000000003,100,600.0,low,2.48,14.21
359,grid_search,Cu2O,90.0,2.5500000000000003,100,600.0,medium,5.46,14.21
360,grid_search,Cu2O,90.0,2.5500000000000003,100,600.0,high,5.02,14.21
361,grid_search,Cu2O,90.0,3.7750000000000004,111,200.0,low,6.98,14.21
362,grid_search,Cu2O,90.0,3.7750000000000004,111,200.0,medium,7.58,14.21
363,grid_search,Cu2O,90.0,3.7750000000000004,111,200.0,high,8.98,14.21
364,grid_search,Cu2O,90.0,3.7750000000000004,111,300.0,low,2.19,14.21
365,grid_search,Cu2O,90.0,3.7750000000000004,111,300.0,medium,12.7,14.21
366,grid_search,Cu2O,90.0,3.7750000000000004,111,300.0,high,5.98,14.21
367,grid_search,Cu2O,90.0,3.7750000000000004,111,400.0,low,5.43,14.21
368,grid_search,Cu2O,90.0,3.7750000000000004,111,400.0,medium,3.42,14.21
369,grid_search,Cu2O,90.0,3.7750000000000004,111,400.0,high,1.89,14.21
370,grid_search,Cu2O,90.0,3.7750000000000004,111,500.0,low,2.1,14.21
371,grid_search,Cu2O,90.0,3.7750000000000004,111,500.0,medium,1.0,14.21
372,grid_search,Cu2O,90.0,3.7750000000000004,111,500.0,high,6.94,14.21
373,grid_search,Cu2O,90.0,3.7750000000000004,111,600.0,low,2.91,14.21
374,grid_search,Cu2O,90.0,3.7750000000000004,111,600.0,medium,3.04,14.21
375,grid_search,Cu2O,90.0,3.7750000000000004,111,600.0,high,6.76,14.21
376,grid_search,Cu2O,90.0,3.7750000000000004,110,200.0,low,6.22,14.21
377,grid_search,Cu2O,90.0,3.7750000000000004,110,200.0,medium,9.36,14.21
378,grid_search,Cu2O,90.0,3.7750000000000004,110,200.0,high,9.82,14.21
379,grid_search,Cu2O,90.0,3.7750000000000004,110,300.0,low,7.31,14.21
380,grid_search,Cu2O,90.0,3.7750000000000004,110,300.0,medium,6.69,14.21
381,grid_search,Cu2O,90.0,3.7750000000000004,110,300.0,high,3.13,14.21
382,grid_search,Cu2O,90.0,3.7750000000000004,110,400.0,low,6.09,14.21
383,grid_search,Cu2O,90.0,3.7750000000000004,110,400.0,medium,12.43,14.21
384,grid_search,Cu2O,90.0,3.7750000000000004,110,400.0,high,5.37,14.21
385,grid_search,Cu2O,90.0,3.7750000000000004,110,500.0,low,2.55,14.21
386,grid_search,Cu2O,90.0,3.7750000000000004,110,500.0,medium,7.45,14.21
387,grid_search,Cu2O,90.0,3.7750000000000004,110,500.0,high,1.0,14.21
388,grid_search,Cu2O,90.0,3.7750000000000004,110,600.0,low,2.95,14.21
389,grid_search,Cu2O,90.0,3.7750000000000004,110,600.0,medium,6.15,14.21
390,grid_search,Cu2O,90.0,3.7750000000000004,110,600.0,high,1.0,14.21
391,grid_search,Cu2O,90.0,3.7750000000000004,100,200.0,low,1.0,14.21
392,grid_search,Cu2O,90.0,3.7750000000000004,100,200.0,medium,1.15,14.21
393,grid_search,Cu2O,90.0,3.7750000000000004,100,200.0,high,3.53,14.21
394,grid_search,Cu2O,90.0,3.7750000000000004,100,300.0,low,4.74,14.21
395,grid_search,Cu2O,90.0,3.7750000000000004,100,300.0,medium,3.29,14.21
396,grid_search,Cu2O,90.0,3.7750000000000004,100,300.0,high,6.84,14.21
397,grid_search,Cu2O,90.0,3.7750000000000004,100,400.0,low,1.77,14.21
398,grid_search,Cu2O,90.0,3.7750000000000004,100,400.0,medium,7.72,14.21
399,grid_search,Cu2O,90.0,3.7750000000000004,100,400.0,high,3.21,14.21
400,grid_search,Cu2O,90.0,3.7750000000000004,100,500.0,low,1.0,14.21
401,grid_search,Cu2O,90.0,3.7750000000000004,100,500.0,medium,2.41,14.21
402,grid_search,Cu2O,90.0,3.7750000000000004,100,500.0,high,3.97,14.21
403,grid_search,Cu2O,90.0,3.7750000000000004,100,600.0,low,2.65,14.21
404,grid_search,Cu2O,90.0,3.7750000000000004,100,600.0,medium,3.56,14.21
405,grid_search,Cu2O,90.0,3.7750000000000004,100,600.0,high,1.26,14.21
406,grid_search,Cu2O,90.0,5.0,111,200.0,low,7.9,14.21
407,grid_search,Cu2O,90.0,5.0,111,200.0,medium,11.3,14.21
408,grid_search,Cu2O,90.0,5.0,111,200.0,high,6.98,14.21
409,grid_search,Cu2O,90.0,5.0,111,300.0,low,7.28,14.21
410,grid_search,Cu2O,90.0,5.0,111,300.0,medium,10.49,14.21
411,grid_search,Cu2O,90.0,5.0,111,300.0,high,9.87,14.21
412,grid_search,Cu2O,90.0,5.0,111,400.0,low,5.09,14.21
413,grid_search,Cu2O,90.0,5.0,111,400.0,medium,5.55,14.21
414,grid_search,Cu2O,90.0,5.0,111,400.0,high,5.93,14.21
415,grid_search,Cu2O,90.0,5.0,111,500.0,low,5.54,14.21
416,grid_search,Cu2O,90.0,5.0,111,500.0,medium,6.72,14.21
417,grid_search,Cu2O,90.0,5.0,111,500.0,high,2.71,14.21
418,grid_search,Cu2O,90.0,5.0,111,600.0,low,4.48,14.21
419,grid_search,Cu2O,90.0,5.0,111,600.0,medium,4.92,14.21
420,grid_search,Cu2O,90.0,5.0,111,600.0,high,1.52,14.21
421,grid_search,Cu2O,90.0,5.0,110,200.0,low,2.05,14.21
422,grid_search,Cu2O,90.0,5.0,110,200.0,medium,4.92,14.21
423,grid_search,Cu2O,90.0,5.0,110,200.0,high,1.93,14.21
424,grid_search,Cu2O,90.0,5.0,110,300.0,low,7.67,14.21
425,grid_search,Cu2O,90.0,5.0,110,300.0,medium,12.76,14.21
426,grid_search,Cu2O,90.0,5.0,110,300.0,high,8.96,14.21
427,grid_search,Cu2O,90.0,5.0,110,400.0,low,6.77,14.21
428,grid_search,Cu2O,90.0,5.0,110,400.0,medium,6.87,14.21
429,grid_search,Cu2O,90.0,5.0,110,400.0,high,4.43,14.21
430,grid_search,Cu2O,90.0,5.0,110,500.0,low,6.42,14.21
431,grid_search,Cu2O,90.0,5.0,110,500.0,medium,2.7,14.21
432,grid_search,Cu2O,90.0,5.0,110,500.0,high,3.15,14.21
433,grid_search,Cu2O,90.0,5.0,110,600.0,low,4.52,14.21
434,grid_search,Cu2O,90.0,5.0,110,600.0,medium,7.89,14.21
435,grid_search,Cu2O,90.0,5.0,110,600.0,high,3.68,14.21
436,grid_search,Cu2O,90.0,5.0,100,200.0,low,3.21,14.21
437,grid_search,Cu2O,90.0,5.0,100,200.0,medium,3.94,14.21
438,grid_search,Cu2O,90.0,5.0,100,200.0,high,2.68,14.21
439,grid_search,Cu2O,90.0,5.0,100,300.0,low,4.36,14.21
440,grid_search,Cu2O,90.0,5.0,100,300.0,medium,7.38,14.21
441,grid_search,Cu2O,90.0,5.0,100,300.0,high,3.4,14.21
442,grid_search,Cu2O,90.0,5.0,100,400.0,low,4.23,14.21
443,grid_search,Cu2O,90.0,5.0,100,400.0,medium,7.37,14.21
444,grid_search,Cu2O,90.0,5.0,100,400.0,high,5.47,14.21
445,grid_search,Cu2O,90.0,5.0,100,500.0,low,6.29,14.21
446,grid_search,Cu2O,90.0,5.0,100,500.0,medium,3.1,14.21
447,grid_search,Cu2O,90.0,5.0,100,500.0,high,1.0,14.21
448,grid_search,Cu2O,90.0,5.0,100,600.0,low,1.0,14.21
449,grid_search,Cu2O,90.0,5.0,100,600.0,medium,7.84,14.21
450,grid_search,Cu2O,90.0,5.0,100,600.0,high,5.74,14.21
451,grid_search,Cu2O,160.0,0.1,111,200.0,low,2.05,14.21
452,grid_search,Cu2O,160.0,0.1,111,200.0,medium,6.26,14.21
453,grid_search,Cu2O,160.0,0.1,111,200.0,high,7.1,14.21
454,grid_search,Cu2O,160.0,0.1,111,300.0,low,4.29,14.21
455,grid_search,Cu2O,160.0,0.1,111,300.0,medium,4.34,14.21
456,grid_search,Cu2O,160.0,0.1,111,300.0,high,6.9,14.21
457,grid_search,Cu2O,160.0,0.1,111,400.0,low,3.41,14.21
458,grid_search,Cu2O,160.0,0.1,111,400.0,medium,3.52,14.21
459,grid_search,Cu2O,160.0,0.1,111,400.0,high,7.01,14.21
460,grid_search,Cu2O,160.0,0.1,111,500.0,low,1.39,14.21
461,grid_search,Cu2O,160.0,0.1,111,500.0,medium,2.68,14.21
462,grid_search,Cu2O,160.0,0.1,111,500.0,high,1.0,14.21
463,grid_search,Cu2O,160.0,0.1,111,600.0,low,3.37,14.21
464,grid_search,Cu2O,160.0,0.1,111,600.0,medium,1.0,14.21
465,grid_search,Cu2O,160.0,0.1,111,600.0,high,1.0,14.21
466,grid_search,Cu2O,160.0,0.1,110,200.0,low,3.04,14.21
467,grid_search,Cu2O,160.0,0.1,110,200.0,medium,5.85,14.21
468,grid_search,Cu2O,160.0,0.1,110,200.0,high,4.76,14.21
469,grid_search,Cu2O,160.0,0.1,110,300.0,low,3.29,14.21
470,grid_search,Cu2O,160.0,0.1,110,300.0,medium,3.33,14.21
471,grid_search,Cu2O,160.0,0.1,110,300.0,high,5.69,14.21
472,grid_search,Cu2O,160.0,0.1,110,400.0,low,5.0,14.21
473,grid_search,Cu2O,160.0,0.1,110,400.0,medium,9.72,14.21
474,grid_search,Cu2O,160.0,0.1,110,400.0,high,1.33,14.21
475,grid_search,Cu2O,160.0,0.1,110,500.0,low,1.0,14.21
476,grid_search,Cu2O,160.0,0.1,110,500.0,medium,3.03,14.21
477,grid_search,Cu2O,160.0,0.1,110,500.0,high,1.0,14.21
478,grid_search,Cu2O,160.0,0.1,110,600.0,low,1.0,14.21
479,grid_search,Cu2O,160.0,0.1,110,600.0,medium,1.0,14.21
480,grid_search,Cu2O,160.0,0.1,110,600.0,high,2.11,14.21
481,grid_search,Cu2O,160.0,0.1,100,200.0,low,1.0,14.21
482,grid_search,Cu2O,160.0,0.1,100,200.0,medium,5.67,14.21
483,grid_search,Cu2O,160.0,0.1,100,200.0,high,1.0,14.21
484,grid_search,Cu2O,160.0,0.1,100,300.0,low,4.63,14.21
485,grid_search,Cu2O,160.0,0.1,100,300.0,medium,1.0,14.21
486,grid_search,Cu2O,160.0,0.1,100,300.0,high,2.52,14.21
487,grid_search,Cu2O,160.0,0.1,100,400.0,low,1.0,14.21
488,grid_search,Cu2O,160.0,0.1,100,400.0,medium,3.75,14.21
489,grid_search,Cu2O,160.0,0.1,100,400.0,high,3.23,14.21
490,grid_search,Cu2O,160.0,0.1,100,500.0,low,5.81,14.21
491,grid_search,Cu2O,160.0,0.1,100,500.0,medium,5.58,14.21
492,grid_search,Cu2O,160.0,0.1,100,500.0,high,1.0,14.21
493,grid_search,Cu2O,160.0,0.1,100,600.0,low,2.8,14.21
494,grid_search,Cu2O,160.0,0.1,100,600.0,medium,3.63,14.21
495,grid_search,Cu2O,160.0,0.1,100,600.0,high,3.68,14.21
496,grid_search,Cu2O,160.0,1.3250000000000002,111,200.0,low,5.35,14.21
497,grid_search,Cu2O,160.0,1.3250000000000002,111,200.0,medium,3.2,14.21
498,grid_search,Cu2O,160.0,1.3250000000000002,111,200.0,high,1.0,14.21
499,grid_search,Cu2O,160.0,1.3250000000000002,111,300.0,low,3.2,14.21
500,grid_search,Cu2O,160.0,1.3250000000000002,111,300.0,medium,3.25,14.21
501,grid_search,Cu2O,160.0,1.3250000000000002,111,300.0,high,8.17,14.21
502,grid_search,Cu2O,160.0,1.3250000000000002,111,400.0,low,5.4,14.21
503,grid_search,Cu2O,160.0,1.3250000000000002,111,400.0,medium,1.15,14.21
504,grid_search,Cu2O,160.0,1.3250000000000002,111,400.0,high,1.75,14.21
505,grid_search,Cu2O,160.0,1.3250000000000002,111,500.0,low,2.52,14.21
506,grid_search,Cu2O,160.0,1.3250000000000002,111,500.0,medium,4.28,14.21
507,grid_search,Cu2O,160.0,1.3250000000000002,111,500.0,high,3.87,14.21
508,grid_search,Cu2O,160.0,1.3250000000000002,111,600.0,low,1.0,14.21
509,grid_search,Cu2O,160.0,1.3250000000000002,111,600.0,medium,6.97,14.21
510,grid_search,Cu2O,160.0,1.3250000000000002,111,600.0,high,5.06,14.21
511,grid_search,Cu2O,160.0,1.3250000000000002,110,200.0,low,1.0,14.21
512,grid_search,Cu2O,160.0,1.3250000000000002,110,200.0,medium,1.0,14.21
513,grid_search,Cu2O,160.0,1.3250000000000002,110,200.0,high,4.83,14.21
514,grid_search,Cu2O,160.0,1.3250000000000002,110,300.0,low,1.75,14.21
515,grid_search,Cu2O,160.0,1.3250000000000002,110,300.0,medium,7.93,14.21
516,grid_search,Cu2O,160.0,1.3250000000000002,110,300.0,high,5.01,14.21
517,grid_search,Cu2O,160.0,1.3250000000000002,110,400.0,low,1.46,14.21
518,grid_search,Cu2O,160.0,1.3250000000000002,110,400.0,medium,6.24,14.21
519,grid_search,Cu2O,160.0,1.3250000000000002,110,400.0,high,5.06,14.21
520,grid_search,Cu2O,160.0,1.3250000000000002,110,500.0,low,1.0,14.21
521,grid_search,Cu2O,160.0,1.3250000000000002,110,500.0,medium,7.11,14.21
522,grid_search,Cu2O,160.0,1.3250000000000002,110,500.0,high,1.62,14.21
523,grid_search,Cu2O,160.0,1.3250000000000002,110,600.0,low,1.45,14.21
524,grid_search,Cu2O,160.0,1.3250000000000002,110,600.0,medium,6.33,14.21
525,grid_search,Cu2O,160.0,1.3250000000000002,110,600.0,high,8.53,14.21
526,grid_search,Cu2O,160.0,1.3250000000000002,100,200.0,low,3.69,14.21
527,grid_search,Cu2O,160.0,1.3250000000000002,100,200.0,medium,2.87,14.21
528,grid_search,Cu2O,160.0,1.3250000000000002,100,200.0,high,3.67,14.21
529,grid_search,Cu2O,160.0,1.3250000000000002,100,300.0,low,1.0,14.21
530,grid_search,Cu2O,160.0,1.3250000000000002,100,300.0,medium,5.28,14.21
531,grid_search,Cu2O,160.0,1.3250000000000002,100,300.0,high,1.0,14.21
532,grid_search,Cu2O,160.0,1.3250000000000002,100,400.0,low,1.86,14.21
533,grid_search,Cu2O,160.0,1.3250000000000002,100,400.0,medium,9.71,14.21
534,grid_search,Cu2O,160.0,1.3250000000000002,100,400.0,high,1.89,14.21
535,grid_search,Cu2O,160.0,1.3250000000000002,100,500.0,low,3.37,14.21
536,grid_search,Cu2O,160.0,1.3250000000000002,100,500.0,medium,3.14,14.21
537,grid_search,Cu2O,160.0,1.3250000000000002,100,500.0,high,2.72,14.21
538,grid_search,Cu2O,160.0,1.3250000000000002,100,600.0,low,1.0,14.21
539,grid_search,Cu2O,160.0,1.3250000000000002,100,600.0,medium,1.0,14.21
540,grid_search,Cu2O,160.0,1.3250000000000002,100,600.0,high,6.62,14.21
541,grid_search,Cu2O,160.0,2.5500000000000003,111,200.0,low,4.7,14.21
542,grid_search,Cu2O,160.0,2.5500000000000003,111,200.0,medium,2.48,14.21
543,grid_search,Cu2O,160.0,2.5500000000000003,111,200.0,high,1.0,14.21
544,grid_search,Cu2O,160.0,2.5500000000000003,111,300.0,low,5.97,14.21
545,grid_search,Cu2O,160.0,2.5500000000000003,111,300.0,medium,4.24,14.21
546,grid_search,Cu2O,160.0,2.5500000000000003,111,300.0,high,9.78,14.21
547,grid_search,Cu2O,160.0,2.5500000000000003,111,400.0,low,6.58,14.21
548,grid_search,Cu2O,160.0,2.5500000000000003,111,400.0,medium,13.79,14.21
549,grid_search,Cu2O,160.0,2.5500000000000003,111,400.0,high,2.32,14.21
550,grid_search,Cu2O,160.0,2.5500000000000003,111,500.0,low,5.96,14.21
551,grid_search,Cu2O,160.0,2.5500000000000003,111,500.0,medium,4.98,14.21
552,grid_search,Cu2O,160.0,2.5500000000000003,111,500.0,high,6.79,14.21
553,grid_search,Cu2O,160.0,2.5500000000000003,111,600.0,low,4.47,14.21
554,grid_search,Cu2O,160.0,2.5500000000000003,111,600.0,medium,4.7,14.21
555,grid_search,Cu2O,160.0,2.5500000000000003,111,600.0,high,6.27,14.21
556,grid_search,Cu2O,160.0,2.5500000000000003,110,200.0,low,7.21,14.21
557,grid_search,Cu2O,160.0,2.5500000000000003,110,200.0,medium,4.46,14.21
558,grid_search,Cu2O,160.0,2.5500000000000003,110,200.0,high,4.25,14.21
559,grid_search,Cu2O,160.0,2.5500000000000003,110,300.0,low,1.03,14.21
560,grid_search,Cu2O,160.0,2.5500000000000003,110,300.0,medium,4.16,14.21
561,grid_search,Cu2O,160.0,2.5500000000000003,110,300.0,high,2.04,14.21
562,grid_search,Cu2O,160.0,2.5500000000000003,110,400.0,low,4.53,14.21
563,grid_search,Cu2O,160.0,2.5500000000000003,110,400.0,medium,6.48,14.21
564,grid_search,Cu2O,160.0,2.5500000000000003,110,400.0,high,2.49,14.21
565,grid_search,Cu2O,160.0,2.5500000000000003,110,500.0,low,6.02,14.21
566,grid_search,Cu2O,160.0,2.5500000000000003,110,500.0,medium,1.0,14.21
567,grid_search,Cu2O,160.0,2.5500000000000003,110,500.0,high,2.74,14.21
568,grid_search,Cu2O,160.0,2.5500000000000003,110,600.0,low,1.0,14.21
569,grid_search,Cu2O,160.0,2.5500000000000003,110,600.0,medium,1.0,14.21
570,grid_search,Cu2O,160.0,2.5500000000000003,110,600.0,high,1.91,14.21
571,grid_search,Cu2O,160.0,2.5500000000000003,100,200.0,low,1.42,14.21
572,grid_search,Cu2O,160.0,2.5500000000000003,100,200.0,medium,1.0,14.21
573,grid_search,Cu2O,160.0,2.5500000000000003,100,200.0,high,5.87,14.21
574,grid_search,Cu2O,160.0,2.5500000000000003,100,300.0,low,1.0,14.21
575,grid_search,Cu2O,160.0,2.5500000000000003,100,300.0,medium,6.78,14.21
576,grid_search,Cu2O,160.0,2.5500000000000003,100,300.0,high,2.56,14.21
577,grid_search,Cu2O,160.0,2.5500000000000003,100,400.0,low,1.0,14.21
578,grid_search,Cu2O,160.0,2.5500000000000003,100,400.0,medium,5.36,14.21
579,grid_search,Cu2O,160.0,2.5500000000000003,100,400.0,high,1.69,14.21
580,grid_search,Cu2O,160.0,2.5500000000000003,100,500.0,low,5.13,14.21
581,grid_search,Cu2O,160.0,2.5500000000000003,100,500.0,medium,1.0,14.21
582,grid_search,Cu2O,160.0,2.5500000000000003,100,500.0,high,2.94,14.21
583,grid_search,Cu2O,160.0,2.5500000000000003,100,600.0,low,5.42,14.21
584,grid_search,Cu2O,160.0,2.5500000000000003,100,600.0,medium,4.95,14.21
585,grid_search,Cu2O,160.0,2.5500000000000003,100,600.0,high,4.76,14.21
586,grid_search,Cu2O,160.0,3.7750000000000004,111,200.0,low,6.13,14.21
587,grid_search,Cu2O,160.0,3.7750000000000004,111,200.0,medium,9.91,14.21
588,grid_search,Cu2O,160.0,3.7750000000000004,111,200.0,high,2.59,14.21
589,grid_search,Cu2O,160.0,3.7750000000000004,111,300.0,low,4.52,14.21
590,grid_search,Cu2O,160.0,3.7750000000000004,111,300.0,medium,9.14,14.21
591,grid_search,Cu2O,160.0,3.7750000000000004,111,300.0,high,2.79,14.21
592,grid_search,Cu2O,160.0,3.7750000000000004,111,400.0,low,3.02,14.21
593,grid_search,Cu2O,160.0,3.7750000000000004,111,400.0,medium,2.52,14.21
594,grid_search,Cu2O,160.0,3.7750000000000004,111,400.0,high,4.52,14.21
595,grid_search,Cu2O,160.0,3.7750000000000004,111,500.0,low,8.69,14.21
596,grid_search,Cu2O,160.0,3.7750000000000004,111,500.0,medium,9.5,14.21
597,grid_search,Cu2O,160.0,3.7750000000000004,111,500.0,high,1.5,14.21
598,grid_search,Cu2O,160.0,3.7750000000000004,111,600.0,low,1.21,14.21
599,grid_search,Cu2O,160.0,3.7750000000000004,111,600.0,medium,5.96,14.21
600,grid_search,Cu2O,160.0,3.7750000000000004,111,600.0,high,4.1,14.21
601,grid_search,Cu2O,160.0,3.7750000000000004,110,200.0,low,1.0,14.21
602,grid_search,Cu2O,160.0,3.7750000000000004,110,200.0,medium,7.88,14.21
603,grid_search,Cu2O,160.0,3.7750000000000004,110,200.0,high,1.0,14.21
604,grid_search,Cu2O,160.0,3.7750000000000004,110,300.0,low,2.06,14.21
605,grid_search,Cu2O,160.0,3.7750000000000004,110,300.0,medium,3.83,14.21
606,grid_search,Cu2O,160.0,3.7750000000000004,110,300.0,high,2.09,14.21
607,grid_search,Cu2O,160.0,3.7750000000000004,110,400.0,low,4.9,14.21
608,grid_search,Cu2O,160.0,3.7750000000000004,110,400.0,medium,1.79,14.21
609,grid_search,Cu2O,160.0,3.7750000000000004,110,400.0,high,5.33,14.21
610,grid_search,Cu2O,160.0,3.7750000000000004,110,500.0,low,5.18,14.21
611,grid_search,Cu2O,160.0,3.7750000000000004,110,500.0,medium,1.0,14.21
612,grid_search,Cu2O,160.0,3.7750000000000004,110,500.0,high,4.23,14.21
613,grid_search,Cu2O,160.0,3.7750000000000004,110,600.0,low,3.69,14.21
614,grid_search,Cu2O,160.0,3.7750000000000004,110,600.0,medium,1.44,14.21
615,grid_search,Cu2O,160.0,3.7750000000000004,110,600.0,high,3.46,14.21
616,grid_search,Cu2O,160.0,3.7750000000000004,100,200.0,low,1.0,14.21
617,grid_search,Cu2O,160.0,3.7750000000000004,100,200.0,medium,6.11,14.21
618,grid_search,Cu2O,160.0,3.7750000000000004,100,200.0,high,2.72,14.21
619,grid_search,Cu2O,160.0,3.7750000000000004,100,300.0,low,5.95,14.21
620,grid_search,Cu2O,160.0,3.7750000000000004,100,300.0,medium,3.24,14.21
621,grid_search,Cu2O,160.0,3.7750000000000004,100,300.0,high,4.08,14.21
622,grid_search,Cu2O,160.0,3.7750000000000004,100,400.0,low,1.0,14.21
623,grid_search,Cu2O,160.0,3.7750000000000004,100,400.0,medium,3.87,14.21
624,grid_search,Cu2O,160.0,3.7750000000000004,100,400.0,high,3.14,14.21
625,grid_search,Cu2O,160.0,3.7750000000000004,100,500.0,low,6.22,14.21
626,grid_search,Cu2O,160.0,3.7750000000000004,100,500.0,medium,8.39,14.21
627,grid_search,Cu2O,160.0,3.7750000000000004,100,500.0,high,5.2,14.21
628,grid_search,Cu2O,160.0,3.7750000000000004,100,600.0,low,1.0,14.21
629,grid_search,Cu2O,160.0,3.7750000000000004,100,600.0,medium,1.0,14.21
630,grid_search,Cu2O,160.0,3.7750000000000004,100,600.0,high,5.17,14.21
631,grid_search,Cu2O,160.0,5.0,111,200.0,low,1.0,14.21
632,grid_search,Cu2O,160.0,5.0,111,200.0,medium,1.0,14.21
633,grid_search,Cu2O,160.0,5.0,111,200.0,high,2.88,14.21
634,grid_search,Cu2O,160.0,5.0,111,300.0,low,1.47,14.21
635,grid_search,Cu2O,160.0,5.0,111,300.0,medium,6.12,14.21
636,grid_search,Cu2O,160.0,5.0,111,300.0,high,6.2,14.21
637,grid_search,Cu2O,160.0,5.0,111,400.0,low,1.0,14.21
638,grid_search,Cu2O,160.0,5.0,111,400.0,medium,11.17,14.21
639,grid_search,Cu2O,160.0,5.0,111,400.0,high,7.06,14.21
640,grid_search,Cu2O,160.0,5.0,111,500.0,low,1.76,14.21
641,grid_search,Cu2O,160.0,5.0,111,500.0,medium,6.48,14.21
642,grid_search,Cu2O,160.0,5.0,111,500.0,high,2.58,14.21
643,grid_search,Cu2O,160.0,5.0,111,600.0,low,3.92,14.21
644,grid_search,Cu2O,160.0,5.0,111,600.0,medium,3.36,14.21
645,grid_search,Cu2O,160.0,5.0,111,600.0,high,5.76,14.21
646,grid_search,Cu2O,160.0,5.0,110,200.0,low,10.3,14.21
647,grid_search,Cu2O,160.0,5.0,110,200.0,medium,1.6,14.21
648,grid_search,Cu2O,160.0,5.0,110,200.0,high,10.36,14.21
649,grid_search,Cu2O,160.0,5.0,110,300.0,low,3.97,14.21
650,grid_search,Cu2O,160.0,5.0,110,300.0,medium,9.6,14.21
651,grid_search,Cu2O,160.0,5.0,110,300.0,high,4.65,14.21
652,grid_search,Cu2O,160.0,5.0,110,400.0,low,1.38,14.21
653,grid_search,Cu2O,160.0,5.0,110,400.0,medium,4.44,14.21
654,grid_search,Cu2O,160.0,5.0,110,400.0,high,4.38,14.21
655,grid_search,Cu2O,160.0,5.0,110,500.0,low,4.93,14.21
656,grid_search,Cu2O,160.0,5.0,110,500.0,medium,3.84,14.21
657,grid_search,Cu2O,160.0,5.0,110,500.0,high,7.08,14.21
658,grid_search,Cu2O,160.0,5.0,110,600.0,low,2.56,14.21
659,grid_search,Cu2O,160.0,5.0,110,600.0,medium,3.45,14.21
660,grid_search,Cu2O,160.0,5.0,110,600.0,high,5.57,14.21
661,grid_search,Cu2O,160.0,5.0,100,200.0,low,5.11,14.21
662,grid_search,Cu2O,160.0,5.0,100,200.0,medium,8.15,14.21
663,grid_search,Cu2O,160.0,5.0,100,200.0,high,4.1,14.21
664,grid_search,Cu2O,160.0,5.0,100,300.0,low,4.58,14.21
665,grid_search,Cu2O,160.0,5.0,100,300.0,medium,1.0,14.21
666,grid_search,Cu2O,160.0,5.0,100,300.0,high,6.33,14.21
667,grid_search,Cu2O,160.0,5.0,100,400.0,low,7.5,14.21
668,grid_search,Cu2O,160.0,5.0,100,400.0,medium,3.25,14.21
669,grid_search,Cu2O,160.0,5.0,100,400.0,high,5.95,14.21
670,grid_search,Cu2O,160.0,5.0,100,500.0,low,9.24,14.21
671,grid_search,Cu2O,160.0,5.0,100,500.0,medium,1.09,14.21
672,grid_search,Cu2O,160.0,5.0,100,500.0,high,5.35,14.21
673,grid_search,Cu2O,160.0,5.0,100,600.0,low,5.73,14.21
674,grid_search,Cu2O,160.0,5.0,100,600.0,medium,1.0,14.21
675,grid_search,Cu2O,160.0,5.0,100,600.0,high,3.07,14.21
676,grid_search,Cu2O,230.0,0.1,111,200.0,low,1.0,14.21
677,grid_search,Cu2O,230.0,0.1,111,200.0,medium,9.27,14.21
678,grid_search,Cu2O,230.0,0.1,111,200.0,high,1.0,14.21
679,grid_search,Cu2O,230.0,0.1,111,300.0,low,1.0,14.21
680,grid_search,Cu2O,230.0,0.1,111,300.0,medium,1.0,14.21
681,grid_search,Cu2O,230.0,0.1,111,300.0,high,7.65,14.21
682,grid_search,Cu2O,230.0,0.1,111,400.0,low,5.38,14.21
683,grid_search,Cu2O,230.0,0.1,111,400.0,medium,4.42,14.21
684,grid_search,Cu2O,230.0,0.1,111,400.0,high,5.27,14.21
685,grid_search,Cu2O,230.0,0.1,111,500.0,low,5.73,14.21
686,grid_search,Cu2O,230.0,0.1,111,500.0,medium,6.05,14.21
687,grid_search,Cu2O,230.0,0.1,111,500.0,high,8.47,14.21
688,grid_search,Cu2O,230.0,0.1,111,600.0,low,3.96,14.21
689,grid_search,Cu2O,230.0,0.1,111,600.0,medium,1.0,14.21
